iter	MultiClass
0	2.284194999
1	2.206164913
2	2.132849526
3	2.046626623
4	1.962824617
5	1.896982751
6	1.831106224
7	1.773207422
8	1.721205519
9	1.67629902
10	1.625602187
11	1.583277825
12	1.538733164
13	1.495817467
14	1.456836449
15	1.425882422
16	1.394023129
17	1.372606975
18	1.342758432
19	1.315360158
20	1.294814225
21	1.27453132
22	1.248733857
23	1.226453417
24	1.209431825
25	1.194892783
26	1.177978243
27	1.158412244
28	1.142589939
29	1.127905454
30	1.113340873
31	1.100081146
32	1.082921916
33	1.071600734
34	1.05872413
35	1.045319654
36	1.03351951
37	1.020455847
38	1.010189766
39	1.002181716
40	0.9942107098
41	0.9852574155
42	0.9775716718
43	0.96630155
44	0.959934965
45	0.9511664735
46	0.9464585384
47	0.937826997
48	0.9309133723
49	0.9232274343
50	0.9171314014
51	0.9108709374
52	0.90290707
53	0.8996021407
54	0.8952021821
55	0.8909096864
56	0.883678557
57	0.8763491348
58	0.8682073452
59	0.8633946821
60	0.857812915
61	0.8567576098
62	0.8538009915
63	0.8491202133
64	0.8449314726
65	0.8414589487
66	0.838080249
67	0.8334211727
68	0.8279599137
69	0.8249340994
70	0.8220962141
71	0.8181015343
72	0.8133412627
73	0.8090097465
74	0.8076764541
75	0.8039836833
76	0.8006990379
77	0.7964042671
78	0.7929585433
79	0.7900578433
80	0.785985925
81	0.7831985651
82	0.7805257532
83	0.7791553764
84	0.775671092
85	0.7719706435
86	0.7681678604
87	0.7660239591
88	0.7632403867
89	0.7608325527
90	0.7590066515
91	0.7570944586
92	0.7570567052
93	0.7557537185
94	0.7549442257
95	0.7515104303
96	0.7498395773
97	0.7488870711
98	0.746618062
99	0.7446362565
100	0.7438224148
101	0.7413934047
102	0.7384962831
103	0.7358198563
104	0.73338014
105	0.7303927519
106	0.7278239383
107	0.7259131687
108	0.7241273611
109	0.721303816
110	0.7192420198
111	0.7165812379
112	0.7150318459
113	0.7139419559
114	0.7120534701
115	0.7092908825
116	0.7074277216
117	0.7046209162
118	0.7036590861
119	0.7015790342
120	0.7002832606
121	0.6976842153
122	0.6964670288
123	0.6949128402
124	0.6943128826
125	0.6918128669
126	0.6901583098
127	0.6885210579
128	0.686640605
129	0.6856485668
130	0.684388352
131	0.6818403069
132	0.6808102545
133	0.678605181
134	0.6765405991
135	0.6747926649
136	0.6722297839
137	0.6710478559
138	0.6701985171
139	0.6692505585
140	0.6683631347
141	0.6669736763
142	0.6656012353
143	0.664297985
144	0.6624415496
145	0.6607542141
146	0.6595007088
147	0.6587108971
148	0.656945403
149	0.6562728249
150	0.6540962943
151	0.653291651
152	0.6524337791
153	0.6519004986
154	0.64980138
155	0.6483212038
156	0.6468933016
157	0.6461640521
158	0.6445627399
159	0.6422915695
160	0.641083523
161	0.6397873093
162	0.6385338262
163	0.6374148385
164	0.6362850811
165	0.6345146316
166	0.6337897209
167	0.6330362286
168	0.6324518421
169	0.6313225435
170	0.630460199
171	0.6297562391
172	0.6286316627
173	0.6271416131
174	0.6261453199
175	0.6250364409
176	0.6238462798
177	0.6224758377
178	0.6211086788
179	0.6200932503
180	0.6185943406
181	0.61741059
182	0.6163046833
183	0.6155012509
184	0.6140826173
185	0.6131948098
186	0.6116949042
187	0.6109848458
188	0.6102980143
189	0.6092955157
190	0.6081992995
191	0.6072473615
192	0.6061569727
193	0.6044607707
194	0.6028855971
195	0.6014046072
196	0.6006220106
197	0.6002117536
198	0.5987656358
199	0.5980782666
200	0.5969084811
201	0.5960776261
202	0.5953219371
203	0.5947582745
204	0.5938161974
205	0.5922959393
206	0.5916799951
207	0.5907280988
208	0.5902030933
209	0.5889394788
210	0.5878367886
211	0.587011725
212	0.5860367978
213	0.585108506
214	0.5846916954
215	0.5837372616
216	0.5829542943
217	0.5815523487
218	0.5806441164
219	0.5800202011
220	0.5792149069
221	0.5778708004
222	0.5769173271
223	0.5761219426
224	0.5754427035
225	0.5749273525
226	0.5745205051
227	0.5735114542
228	0.5729956657
229	0.572328093
230	0.5717017139
231	0.5711076974
232	0.5703120647
233	0.5697959199
234	0.5691549557
235	0.5683252337
236	0.5679169465
237	0.5672695464
238	0.5665949984
239	0.5663169328
240	0.5658959041
241	0.5648351197
242	0.5641572462
243	0.5633406166
244	0.562578062
245	0.5617038163
246	0.5610443423
247	0.55996167
248	0.5594249082
249	0.558937978
250	0.5585887252
251	0.5581847862
252	0.55733096
253	0.5566929523
254	0.5561097804
255	0.555416318
256	0.554406111
257	0.5534795856
258	0.5529552644
259	0.5523006298
260	0.5515415622
261	0.5509388788
262	0.5506509677
263	0.5497414913
264	0.5493793448
265	0.5490040492
266	0.5480556318
267	0.5478078192
268	0.5472658838
269	0.5468176581
270	0.5459626094
271	0.5455647187
272	0.5447705774
273	0.5444658674
274	0.5440343751
275	0.5434627526
276	0.5431383088
277	0.5429741683
278	0.5425201509
279	0.5417487431
280	0.5414152368
281	0.5408186881
282	0.540516926
283	0.5403332737
284	0.5398582743
285	0.5389104996
286	0.5386269197
287	0.5379999271
288	0.5373694079
289	0.5367823444
290	0.5364455356
291	0.5359910643
292	0.5354260408
293	0.5351350021
294	0.5345052607
295	0.5340772786
